City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Nhulunbuy,AU,-12.2333,136.7667,83.01,65,75,5.75,broken clouds
345,Buraydah,SA,26.326,43.975,66.65,33,86,4.97,overcast clouds
346,Smirnykh,RU,49.75,142.8333,28.98,62,42,3.44,scattered clouds
347,Tagusao,PH,9.1924,117.8141,86.04,67,100,6.6,heavy intensity rain
348,Sinnamary,GF,5.3833,-52.95,77.81,86,100,7.45,overcast clouds
349,Pingliang,CN,35.5392,106.6861,47.46,65,100,12.19,overcast clouds
350,Izumo,JP,35.3667,132.7667,60.75,77,75,3.44,broken clouds
351,Lasa,IT,46.6166,10.7002,41.88,76,73,2.1,broken clouds
352,Tokur,RU,53.1333,132.9,14.68,81,100,5.55,overcast clouds
353,Linjiang,CN,41.8069,126.9078,48.24,45,6,5.39,clear sky
354,Muramvya,BI,-3.2682,29.6079,57.04,96,100,0.51,light rain
355,Okha,RU,53.5739,142.9478,22.95,77,14,8.41,few clouds
356,Rio Cuarto,AR,-33.1307,-64.3499,77.47,36,40,13.8,scattered clouds
357,Yuli,NG,9.6989,10.2744,69.04,40,4,5.59,clear sky
358,Pangnirtung,CA,66.1451,-65.7125,-2.18,83,71,3.33,broken clouds
359,Luoyang,CN,34.6836,112.4536,62.26,33,0,5.06,clear sky
360,Coahuayana,MX,18.7333,-103.6833,74.7,88,0,3.04,clear sky
361,Yokadouma,CM,3.5167,15.05,67.86,97,81,2.3,light rain
362,Callaway,US,30.153,-85.5699,50.0,68,100,8.01,overcast clouds
363,Mehamn,NO,71.0357,27.8492,42.75,70,75,14.97,broken clouds
364,Sur,OM,22.5667,59.5289,78.84,65,6,4.18,clear sky
365,Cooma,AU,-36.2333,149.1333,58.93,39,10,9.01,clear sky
366,Concarneau,FR,47.875,-3.9225,54.82,79,44,22.32,light rain
367,High Rock,BS,26.6208,-78.2833,73.42,70,51,3.96,broken clouds
368,Jizan,SA,17.3333,42.6667,76.14,68,3,4.52,clear sky
369,Saint-Francois,FR,46.4154,3.9054,54.84,71,75,8.05,broken clouds
370,Anamur,TR,36.0751,32.8369,60.66,60,6,5.21,clear sky
371,Bilibino,RU,68.0546,166.4372,-9.76,100,93,1.54,overcast clouds
372,Maputo,MZ,-25.9653,32.5892,73.08,88,40,4.61,scattered clouds
373,Champerico,GT,14.3,-91.9167,80.76,77,97,4.23,overcast clouds
374,Zhigansk,RU,66.7697,123.3711,-13.81,87,100,15.55,overcast clouds
375,Calvinia,ZA,-31.4707,19.776,52.2,72,84,4.12,broken clouds
376,Sisimiut,GL,66.9395,-53.6735,23.52,91,100,24.2,light snow
377,Takoradi,GH,4.8845,-1.7554,77.34,83,62,6.42,light rain
378,Green River,US,41.5286,-109.4662,28.98,61,94,8.01,overcast clouds
379,Haines Junction,CA,60.7522,-137.5108,8.55,92,79,3.44,broken clouds
380,Nileshwar,IN,12.25,75.1,80.73,69,86,3.94,overcast clouds
381,Vysokogornyy,RU,50.1167,139.15,22.28,77,98,8.68,overcast clouds
382,Botwood,CA,49.1499,-55.3482,27.9,86,100,4.03,overcast clouds
383,Grand Gaube,MU,-20.0064,57.6608,76.37,56,34,5.99,scattered clouds
384,Boda,CF,4.3189,17.4695,68.59,67,97,1.34,overcast clouds
385,Douglasville,US,33.7515,-84.7477,39.25,73,57,1.01,broken clouds
386,Narsaq,GL,60.9167,-46.05,3.04,89,39,5.28,scattered clouds
387,Whittlesea,ZA,-32.1759,26.8244,57.09,83,93,0.38,overcast clouds
388,Thayetmyo,MM,19.3167,95.1833,84.27,49,5,7.47,clear sky
389,Honiara,SB,-9.4333,159.95,84.0,75,68,1.07,broken clouds
390,Biak,ID,-0.9131,122.8766,81.97,77,100,3.27,overcast clouds
391,Anadyr,RU,64.75,177.4833,30.7,93,40,4.47,scattered clouds
392,Olcea,RO,46.6833,21.9833,49.62,99,100,4.85,overcast clouds
393,Tigil,RU,57.8,158.6667,19.08,95,77,4.05,broken clouds
394,Cayenne,GF,4.9333,-52.3333,77.04,94,0,0.0,clear sky
395,Lakes Entrance,AU,-37.8811,147.981,65.16,57,30,9.28,scattered clouds
396,Dudinka,RU,69.4058,86.1778,-25.38,100,91,3.8,overcast clouds
397,Pascagoula,US,30.3658,-88.5561,47.12,91,100,9.98,overcast clouds
398,Saint-Georges,GD,12.0564,-61.7485,78.48,89,20,5.75,few clouds
399,Pochutla,MX,15.7432,-96.4661,76.82,74,100,3.33,overcast clouds
400,Ostrovnoy,RU,68.0531,39.5131,31.17,90,92,13.91,overcast clouds
401,Kushmurun,KZ,52.4503,64.6311,13.66,94,98,1.99,overcast clouds
402,Kangaatsiaq,GL,68.3065,-53.4641,22.03,79,100,8.97,overcast clouds
403,Outram,MY,1.2829,103.8379,84.33,75,75,3.44,broken clouds
404,Humboldt,US,40.6665,-123.9178,36.72,61,12,3.36,few clouds
405,Russell,US,32.3502,-85.1999,45.19,52,100,7.74,overcast clouds
406,Havelock,US,34.8791,-76.9013,53.92,84,40,9.22,scattered clouds
407,Beruwala,LK,6.4788,79.9828,80.89,67,39,8.59,scattered clouds
408,Chichawatni,PK,30.5333,72.7,70.65,27,0,4.12,clear sky
409,Lewistown,US,40.5992,-77.5714,36.81,75,75,9.22,broken clouds
410,Tuatapere,NZ,-46.1333,167.6833,58.19,86,100,4.12,overcast clouds
411,Mount Gambier,AU,-37.8333,140.7667,60.49,57,90,7.23,overcast clouds
412,Ust-Charyshskaya Pristan,RU,52.3934,83.6635,25.68,89,100,18.7,light snow
413,Naze,JP,28.3667,129.4833,67.12,72,100,13.38,light rain
414,Mokrousovo,RU,55.8103,66.7653,6.04,81,99,5.59,overcast clouds
415,Neiafu,TO,-18.65,-173.9833,79.48,89,40,4.61,scattered clouds
416,Khabary,RU,53.6259,79.5345,17.73,88,100,13.18,overcast clouds
417,Matay,EG,28.419,30.7792,58.66,57,77,3.11,broken clouds
418,Saint-Joseph,RE,-21.3667,55.6167,73.78,63,11,2.86,few clouds
419,Juneau,US,58.3019,-134.4197,38.21,100,100,0.0,fog
420,Oktyabrskiy,RU,54.4815,53.471,15.69,96,94,3.76,overcast clouds
421,Hualmay,PE,-11.0964,-77.6139,63.88,87,100,8.88,overcast clouds
422,Kavieng,PG,-2.5744,150.7967,84.65,70,89,8.05,light rain
423,Boyolangu,ID,-8.1181,111.8935,87.39,66,86,3.87,overcast clouds
424,Genhe,CN,50.7833,121.5167,27.34,70,100,3.31,overcast clouds
425,Hobyo,SO,5.3505,48.5268,81.34,71,51,12.5,light rain
426,Jinxiang,CN,27.4327,120.6062,72.39,74,26,4.63,scattered clouds
427,Brae,GB,60.3964,-1.353,47.5,79,100,39.24,overcast clouds
428,Luanda,AO,-8.8368,13.2343,75.2,83,75,2.3,broken clouds
429,Bonthe,SL,7.5264,-12.505,74.95,87,56,3.74,broken clouds
430,Faanui,PF,-16.4833,-151.75,79.88,71,97,0.98,overcast clouds
431,Australind,AU,-33.2667,115.7167,64.99,50,73,20.29,broken clouds
432,Chiredzi,ZW,-21.05,31.6667,73.36,47,0,3.24,clear sky
433,Khandyga,RU,62.6667,135.6,-26.37,91,20,1.3,few clouds
434,Clyde River,CA,70.4692,-68.5914,-1.97,84,100,17.27,light snow
435,Ribeira Brava,PT,32.65,-17.0667,69.71,85,86,6.91,overcast clouds
436,Korla,CN,41.7597,86.1469,41.68,41,100,6.4,overcast clouds
437,Bahia Honda,CU,22.9036,-83.1592,76.15,85,12,7.74,few clouds
438,Taunggyi,MM,20.7833,97.0333,73.67,58,4,1.68,clear sky
439,Tutoia,BR,-2.7619,-42.2744,78.06,79,26,8.95,scattered clouds
440,Pak Phanang,TH,8.3511,100.202,86.02,83,100,6.6,overcast clouds
441,Mabaruma,GY,8.2,-59.7833,74.17,95,89,2.15,overcast clouds
442,Fairview,US,40.8126,-73.999,42.22,64,100,11.01,overcast clouds
443,Churapcha,RU,62.0025,132.4325,-21.15,91,30,7.4,scattered clouds
444,Thomaston,US,32.8882,-84.3266,46.18,64,100,1.99,overcast clouds
445,Astana,KZ,51.1801,71.446,19.35,86,100,13.42,overcast clouds
446,Strezhevoy,RU,60.7333,77.5889,-8.63,91,28,3.94,scattered clouds
447,Lluta,PE,-16.0147,-72.0142,54.63,51,100,0.43,overcast clouds
448,Marsh Harbour,BS,26.5412,-77.0636,78.67,75,52,4.32,broken clouds
449,Kahului,US,20.8947,-156.47,78.84,80,93,8.99,overcast clouds
450,Bogale,MM,16.2833,95.4,83.28,67,40,7.67,scattered clouds
451,Lata,PT,40.1629,-8.3327,63.07,97,100,11.97,overcast clouds
452,Jackson,US,42.4165,-122.8345,46.45,58,0,1.01,clear sky
453,Rio Gallegos,AR,-51.6226,-69.2181,50.05,62,0,27.63,clear sky
454,Point Fortin,TT,10.1833,-61.6833,76.89,83,100,11.16,light rain
455,Xingyi,CN,24.1877,102.817,69.4,46,1,12.1,clear sky
456,Argelia,CO,2.2556,-77.2488,66.38,99,100,1.43,moderate rain
457,Gilgit,PK,35.9221,74.3087,38.23,59,9,5.44,clear sky
458,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,25.39,54,0,4.47,clear sky
459,Casablanca,MA,33.5928,-7.6192,61.02,88,18,9.55,few clouds
460,Mackay,AU,-21.15,149.2,88.68,52,43,18.03,scattered clouds
461,Ust-Maya,RU,60.4167,134.5333,-22.5,93,50,3.04,scattered clouds
462,Santa Cruz Del Sur,CU,20.7147,-77.9956,76.06,90,21,10.92,few clouds
463,Tarija,BO,-21.5355,-64.7296,67.24,52,100,4.29,overcast clouds
464,Ishigaki,JP,24.3448,124.1572,82.53,78,75,13.8,broken clouds
465,Jinchang,CN,38.4953,102.1739,44.19,30,0,15.79,clear sky
466,San Jose,US,37.3394,-121.895,59.2,48,0,4.61,clear sky
467,Clarence Town,AU,-32.5833,151.7833,67.91,40,16,7.87,few clouds
468,Bay City,US,43.5945,-83.8889,32.0,93,100,9.22,mist
469,Bridgeton,US,39.4273,-75.2341,43.05,65,81,1.99,broken clouds
470,Oxford,GB,51.7522,-1.256,48.36,97,100,13.8,light rain
471,Dharangaon,IN,21.0167,75.2667,76.53,37,0,4.05,clear sky
472,San Quintin,MX,30.4833,-115.95,60.93,50,0,3.76,clear sky
473,Mayo,US,38.8876,-76.5119,44.11,56,100,11.5,overcast clouds
474,Maumere,ID,-8.6199,122.2111,85.14,71,74,3.06,broken clouds
475,Ahipara,NZ,-35.1667,173.1667,66.85,80,100,8.99,light rain
476,Yumbel,CL,-37.0833,-72.5667,55.72,83,51,3.06,broken clouds
477,Bengkulu,ID,-3.8004,102.2655,79.34,78,100,7.38,light rain
478,Wenling,CN,28.3669,121.36,71.6,76,73,6.8,broken clouds
479,Tinskoy,RU,56.1525,96.9161,31.87,72,86,5.88,overcast clouds
480,Plainview,US,40.7765,-73.4673,42.94,67,85,7.0,overcast clouds
481,Andilamena,MG,-17.0167,48.5833,66.92,81,47,4.97,scattered clouds
482,Ulaangom,MN,49.9811,92.0667,30.97,45,92,8.1,overcast clouds
483,Dzaoudzi,YT,-12.7887,45.2699,75.09,94,0,2.3,clear sky
484,Asyut,EG,27.181,31.1837,59.18,49,100,5.55,overcast clouds
485,Verkhnevilyuysk,RU,63.4453,120.3167,5.79,93,100,4.25,overcast clouds
486,Manokwari,ID,-0.8667,134.0833,82.96,77,100,6.06,overcast clouds
487,Campoverde,PE,-8.4753,-74.8058,73.09,99,83,1.97,light rain
488,Denpasar,ID,-8.65,115.2167,85.71,79,20,9.22,few clouds
489,Coihaique,CL,-45.5752,-72.0662,51.75,82,91,8.05,light rain
490,Sao Raimundo Das Mangabeiras,BR,-7.0219,-45.4811,78.1,62,80,3.87,broken clouds
491,Abbeville,FR,50.1,1.8333,53.56,84,100,25.68,light rain
492,Vitina,BA,43.2375,17.4839,53.42,95,51,1.43,broken clouds
493,Bandarbeyla,SO,9.4942,50.8122,77.94,70,5,14.56,clear sky
494,Balkanabat,TM,39.5108,54.3671,56.17,41,91,8.12,overcast clouds
495,Caravelas,BR,-17.7125,-39.2481,72.01,96,100,2.84,light rain
496,Biloela,AU,-24.4167,150.5,84.38,14,93,14.67,overcast clouds
497,Kumluca,TR,36.3703,30.2869,59.29,68,0,5.73,clear sky
498,Mao,ES,39.8885,4.2658,66.76,68,0,11.5,clear sky
499,Billingham,GB,54.6083,-1.2921,51.33,90,100,19.04,overcast clouds
500,Shimoda,JP,34.6667,138.95,64.76,55,99,7.14,overcast clouds
501,Boa Vista,BR,2.8197,-60.6733,76.98,88,0,2.3,clear sky
502,Tual,ID,-5.6667,132.75,83.75,72,100,5.17,overcast clouds
503,Mpika,ZM,-11.8343,31.4529,63.91,76,31,2.77,scattered clouds
504,Ucluelet,CA,48.9329,-125.5528,45.45,67,5,2.95,clear sky
505,Yatou,CN,37.15,122.3833,60.58,49,0,12.46,clear sky
506,Paraiso,CR,9.8383,-83.8656,67.06,95,100,2.77,overcast clouds
507,Karpogory,RU,64.0019,44.4451,12.33,96,63,4.56,broken clouds
508,Mezen,RU,65.8522,44.24,18.93,97,67,3.27,broken clouds
509,Havre-Saint-Pierre,CA,50.2334,-63.5986,26.6,93,100,13.8,light snow
510,Fayaoue,NC,-20.65,166.5333,80.15,74,73,8.66,broken clouds
511,Constitucion,CL,-35.3333,-72.4167,56.66,83,21,12.26,few clouds
512,Mitzic,GA,0.7821,11.549,66.74,99,85,1.45,overcast clouds
513,Agfalva,HU,47.6899,16.5166,45.19,90,49,2.01,scattered clouds
514,Sicamous,CA,50.8331,-118.9856,33.19,98,100,2.44,overcast clouds
515,Shorapani,GE,42.0898,43.0866,49.59,67,91,2.71,overcast clouds
516,Fuling,CN,29.7022,107.3919,62.85,64,77,2.53,broken clouds
517,Henties Bay,NA,-22.116,14.2845,58.77,94,24,3.76,few clouds
518,Narrabri,AU,-30.3167,149.7833,70.52,35,1,1.01,clear sky
519,Brainerd,US,46.358,-94.2008,19.65,79,100,8.05,overcast clouds
520,Duma,CN,34.7653,108.135,50.86,53,99,10.22,overcast clouds
521,Rumuruti,KE,0.267,36.5389,59.72,89,100,4.97,overcast clouds
522,Katherine,AU,-14.4667,132.2667,86.32,62,40,20.71,scattered clouds
523,Morwell,AU,-38.2333,146.4,66.99,34,21,6.17,few clouds
524,Nazas,MX,25.2333,-104.1333,52.93,57,23,4.32,few clouds
525,Muhos,FI,64.808,25.9931,26.89,99,86,1.21,overcast clouds
526,Yining,CN,29.0361,114.5636,61.65,79,100,0.36,overcast clouds
527,Agucadoura,PT,41.4318,-8.7804,60.31,83,99,11.92,overcast clouds
528,Feijo,BR,-8.1642,-70.3536,72.07,99,96,2.13,overcast clouds
529,Camacha,PT,33.0833,-16.3333,65.62,88,40,8.05,scattered clouds
530,Verkhoyansk,RU,67.5447,133.385,-38.9,99,80,1.23,broken clouds
531,Bucerias,MX,20.75,-105.3333,74.98,81,2,5.48,clear sky
532,Sept-Iles,CA,50.2001,-66.3821,25.32,93,100,11.5,snow
533,Salinopolis,BR,-0.6136,-47.3561,78.69,78,98,6.76,overcast clouds
534,Guiglo,CI,6.5456,-7.4966,67.19,94,11,1.81,few clouds
535,Urucara,BR,-2.5364,-57.76,78.66,66,100,1.36,overcast clouds
536,Tavda,RU,58.0425,65.2726,-14.75,99,55,2.71,broken clouds
537,Changping,CN,40.2186,116.2197,51.44,25,0,0.72,clear sky
538,Senanga,ZM,-16.1167,23.2667,68.43,84,1,3.44,clear sky
539,Bitung,ID,1.4451,125.1824,88.65,68,70,2.06,broken clouds
540,Aleksandrov Gay,RU,50.147,48.5704,33.66,86,100,12.48,light snow
541,Turayf,SA,31.6725,38.6637,48.45,93,0,6.91,clear sky
542,Oxapampa,PE,-10.5775,-75.4017,55.9,93,97,4.52,overcast clouds
543,Awjilah,LY,29.1081,21.2869,60.3,39,0,11.32,clear sky
544,Hildburghausen,DE,50.4255,10.7318,44.35,94,100,6.35,overcast clouds
545,Katangli,RU,51.7102,143.2326,25.56,65,4,8.84,clear sky
546,Kalmunai,LK,7.4167,81.8167,79.88,70,57,12.82,broken clouds
547,Handan,CN,36.6006,114.4678,62.04,29,0,2.59,clear sky
548,Makakilo City,US,21.3469,-158.0858,78.57,68,89,13.06,overcast clouds
549,Oriximina,BR,-1.7656,-55.8661,79.32,64,99,2.48,overcast clouds
550,Uglegorsk,RU,49.0833,142.0333,31.35,59,100,8.14,overcast clouds
551,Marrakesh,MA,31.6315,-8.0083,60.87,36,0,8.05,clear sky
552,Vanino,RU,49.0869,140.2543,31.5,44,11,6.06,few clouds
553,Fez,MA,34.0372,-4.9998,55.65,71,0,5.75,clear sky
554,Ende,ID,-8.8432,121.6623,86.25,70,98,3.69,overcast clouds
555,Coquimbo,CL,-29.9533,-71.3436,58.73,94,0,2.3,clear sky
556,Dharchula,IN,29.85,80.5333,63.09,27,0,3.4,clear sky
557,Waipawa,NZ,-41.4122,175.5153,57.87,98,100,1.83,moderate rain
558,Carballo,ES,43.213,-8.691,59.76,90,73,9.51,broken clouds
559,Banapur,IN,19.7833,85.1833,78.15,47,7,5.66,clear sky
560,Magugu,TZ,-4.0167,35.7667,69.69,80,100,2.26,overcast clouds
561,Baherden,TM,38.4362,57.4316,53.13,49,84,5.08,broken clouds
562,Phayao,TH,19.25,100.25,85.03,59,27,0.76,scattered clouds
563,Misratah,LY,32.3754,15.0925,68.47,37,0,11.9,clear sky
564,Coos Bay,US,43.3665,-124.2179,48.92,71,3,3.06,clear sky
565,Calatrava,PH,10.595,123.4838,83.14,74,100,6.96,overcast clouds
566,Halifax,CA,44.6453,-63.5724,57.2,95,100,26.46,overcast clouds
567,Olafsvik,IS,64.8945,-23.7142,44.11,79,86,19.24,overcast clouds
568,Mikhaylovka,RU,50.06,43.2379,35.78,82,100,7.02,overcast clouds
569,Goundam,ML,16.4145,-3.6708,72.59,18,68,7.67,broken clouds
570,Tricase,IT,39.9304,18.3553,60.58,85,99,11.45,light rain
571,Kasulu,TZ,-4.5767,30.1025,64.04,91,100,2.21,light rain
572,Emba,KZ,48.8264,58.1442,24.51,78,100,9.04,overcast clouds
573,Guanica,PR,17.9716,-66.908,77.97,73,5,4.88,clear sky
574,Adre,TD,13.4667,22.2,63.75,31,29,11.05,scattered clouds
575,Pasni,PK,25.2631,63.471,79.3,48,4,9.26,clear sky
576,Avera,US,33.194,-82.5271,47.71,45,100,14.34,overcast clouds
577,Qaqortoq,GL,60.7167,-46.0333,6.08,90,15,4.74,few clouds
578,Licata,IT,37.1071,13.9461,63.23,82,85,17.78,overcast clouds
579,Jumla,NP,29.2747,82.1838,52.41,31,1,2.93,clear sky
580,Belyy Yar,RU,53.6039,91.3903,27.86,60,0,17.9,clear sky
581,Almaty,KZ,43.25,76.95,19.31,86,75,4.47,broken clouds
582,Nantucket,US,41.2835,-70.0995,43.14,81,41,26.37,scattered clouds
583,Hyeres,FR,43.1167,6.1167,60.69,79,0,6.91,clear sky
584,Tevriz,RU,57.509,72.4042,-7.92,94,24,3.94,few clouds
585,Lipnita,RO,44.1,27.6,50.16,63,100,5.57,overcast clouds
586,Maine-Soroa,NE,13.2114,12.0241,67.17,22,2,8.95,clear sky
587,Bac Lieu,VN,9.285,105.7244,84.99,71,95,14.32,overcast clouds
588,Ndele,CF,8.4109,20.6473,69.28,38,99,3.51,overcast clouds
589,Vanavara,RU,60.34,102.2797,13.78,93,100,4.05,light snow
590,Xiaoweizhai,CN,26.1903,107.5125,55.65,94,100,1.54,overcast clouds
591,Lagos,NG,6.5833,3.75,74.91,92,100,1.81,overcast clouds
592,Vestmanna,FO,62.1564,-7.1664,49.12,87,75,27.63,broken clouds
593,Minab,IR,27.1467,57.0801,78.21,60,5,0.56,clear sky
594,Mechetinskaya,RU,46.7713,40.456,47.16,70,100,14.25,overcast clouds
595,Morondava,MG,-20.2833,44.2833,78.57,73,2,3.49,clear sky
596,Bima,ID,-8.4667,118.7167,87.19,67,99,0.72,overcast clouds
597,Riga,LV,57.0,24.0833,30.04,87,100,4.61,overcast clouds
598,Kelapa Sawit,MY,1.6698,103.5327,89.1,71,100,8.28,overcast clouds
599,Hovd,MN,48.0056,91.6419,35.89,29,57,21.34,broken clouds
600,Turukhansk,RU,65.8167,87.9833,-37.07,100,94,2.77,overcast clouds
601,Burgos,ES,42.3394,-3.7079,54.01,94,100,20.71,overcast clouds
602,Falavarjan,IR,32.5553,51.5097,43.81,58,77,4.32,broken clouds
603,Mahajanga,MG,-15.7167,46.3167,76.93,76,79,7.54,broken clouds
604,Guapi,CO,2.5708,-77.8854,74.61,96,99,3.24,moderate rain
605,Zeya,RU,53.75,127.2667,18.36,84,100,6.89,overcast clouds
606,Trinidad,BO,-14.8333,-64.9,78.58,60,48,1.72,scattered clouds
607,Thunder Bay,CA,48.4001,-89.3168,22.32,93,100,1.99,overcast clouds
608,Lakhipur,IN,26.0299,90.3041,73.96,74,1,7.58,clear sky
609,Chingirlau,KZ,51.095,54.0814,28.31,76,100,11.77,overcast clouds
610,Pacific Grove,US,36.6177,-121.9166,56.44,59,98,3.0,overcast clouds
611,Horni Jiretin,CZ,50.5731,13.5472,40.5,96,87,3.71,overcast clouds
612,Antofagasta,CL,-23.65,-70.4,61.88,87,38,2.01,scattered clouds
613,Balsas,BR,-7.5325,-46.0356,76.35,73,99,2.48,overcast clouds
614,Ennis,IE,52.8436,-8.9864,39.13,93,75,4.61,fog
615,Northam,GB,51.0333,-4.2167,50.4,93,100,19.19,moderate rain
616,Mocuba,MZ,-16.8392,36.9856,73.98,86,5,2.04,clear sky
617,Margate,GB,51.3813,1.3862,52.7,97,100,4.0,overcast clouds
618,Seoul,KR,37.5683,126.9778,58.57,48,0,4.61,clear sky
619,Havoysund,NO,70.9963,24.6622,43.03,76,9,14.05,clear sky
620,Natitingou,BJ,10.3042,1.3796,68.49,29,23,4.54,few clouds
621,Bad Schwartau,DE,53.9189,10.6969,40.39,81,100,11.5,overcast clouds
622,Uyuni,BO,-20.4597,-66.825,49.86,46,70,8.32,broken clouds
623,Orlik,RU,52.5178,99.825,14.56,76,92,2.66,overcast clouds
624,Seydi,TM,39.4816,62.9137,45.72,63,100,13.91,overcast clouds
625,Kaura Namoda,NG,12.5898,6.5779,67.66,27,6,10.2,clear sky
626,Yoichi,JP,43.2039,140.7703,42.78,59,99,11.97,overcast clouds
627,San Felipe,VE,10.3399,-68.7425,72.43,99,99,0.56,overcast clouds
628,Saint-Quentin,FR,49.8333,3.3333,51.89,75,76,24.72,broken clouds
629,Cururupu,BR,-1.8283,-44.8683,74.95,86,42,4.16,scattered clouds
630,Pyu,MM,18.4833,96.4333,84.09,59,7,6.31,clear sky
631,Westport,US,41.1415,-73.3579,43.23,71,96,8.01,overcast clouds
632,Monrovia,LR,6.3005,-10.7969,76.24,84,12,2.42,few clouds
633,Athens,GR,37.9795,23.7162,63.01,86,91,5.01,overcast clouds
634,Elliot Lake,CA,46.3834,-82.6331,22.39,66,100,5.79,overcast clouds
635,Kisangani,CD,0.5167,25.2,67.93,100,94,1.43,moderate rain
636,Te Anau,NZ,-45.4167,167.7167,57.85,92,100,3.11,overcast clouds
637,Mercedes,AR,-34.6515,-59.4307,74.79,41,82,9.06,broken clouds
638,Uthal,PK,25.8072,66.6219,79.0,46,0,5.08,clear sky
639,Kaspiyskiy,RU,45.3929,47.3707,47.68,88,100,13.87,overcast clouds
640,Ayan,RU,56.45,138.1667,16.18,44,3,1.52,clear sky
641,Helong,CN,42.5397,128.9972,47.64,37,58,3.18,broken clouds
642,Newport,GB,51.5877,-2.9984,49.82,88,100,11.25,overcast clouds
643,Kulhudhuffushi,MV,6.6221,73.07,81.43,74,73,6.87,broken clouds
644,Okhotsk,RU,59.3833,143.3,-1.32,73,7,16.17,clear sky
645,Alofi,NU,-19.0595,-169.9187,78.39,78,92,9.31,overcast clouds
646,Rosarito,MX,32.3333,-117.0333,63.34,25,0,9.64,clear sky
647,Ladario,BR,-19.0047,-57.6017,68.97,44,0,3.78,clear sky
